"IDNO","Wave","Country","Month","Day","Year","GeoCode","IntCode","GendInt","SupvCode","Visit","IntBegin","IntEnd","Length","SamPt","NetComp","NetPhone","Gender","Age","Educ","Muslim","RUKaz","Church","Pray5x","Fast","Work","Occ","Income","IncomeOut","Homelang","Water","Food","Housing","Electric","Educate","MedCare","HoursElec","Language","PeopPres","Interact","Comphend","UnEz","BackChk","Method","Format","ThreatHi","Mosque","TrustCA","CelPhon","OwnPC","UseNet","Ethnic_M","Region_M","MainNews_M","Topprob_M","TrustGov_M","TrustUS_M","HrsWorkGrp","AgeGrp","NetNews","NetSocial","NetEmail","NetChat","NetContent","Ssite_M","Lastyear_M","nextyear_M","SolveProb","Statements1","Statements3","CommProb2","TypeProb2","OpinionChina","OpinionIran","OpinionRussia","OpinionUSA","OpinionKAZ","OpinionKYR","OpinionTAJ","OpinionUzbek","OpinionXi","OpinionRuhani","OpinionPutin","OpinionNazarbayev","OpinionAtambaev","OpinionRahmon","OpinionMirziyoyev","Statements4","PMJeenbekov","PMSagintayev","HHLandlines","NmbrMobilePhones","EighteenPlusMobile","MobileVsLandline","TrustRs_M","OpinionPak","OpinionTrump","LiveHH18","LLNumber","MobileNumber","HrsWork_M","CanBuy_M","Identfy_M","Religion_M","ServiceProvider_M","EducLevel_M","totwt","AgeGroup2","RiteRong_M","Party_M","TodayEcSit_M"
1233,"CAB OTS W1","Kazakhstan","June",20,2017,"Urban",33,"Female",2,"First Visit",2011,2033,22,137,"Daily","Daily","Male",33,15,"Not Asked","Orthodox","Several times a year, but not monthly","Not Asked","Not Asked","Working part-time","Transportation","50,001 - 60,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",3,"There were some comments and offering of their opinions","The respondent understood most of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat high","Not Asked","Distrust","Yes","Yes","Yes","Russian (Kaz)","Eastern","Internet","General Economic Situation","Trust","Trust","31-40 Hours","25-34","At least once a day","Never","At least once a day","Never","Never","Not Asked","Stayed the Same","Refused (vol.)","Local businessman","Strongly agree","Disagree somewhat","Yes","Land disputes","Somewhat Favorable","Don't Know (vol.)","Very Favorable","Don't Know (vol.)","Not Asked","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Unfavorable","Very Favorable","Very Favorable","Very Favorable","Not Asked","Very Favorable","Very Favorable","Very Favorable","Strongly Disagree","Not Asked","Strongly Approve","1.00000000000000000","1.00000000000000000","1.00000000000000000","Mobile for most calls","Trust","Don't Know (vol.)","Somewhat Favorable","4.00000000000000000","Yes","Yes","35.00000000000000000","We do not experience financial difficulties and if necessary can buy anything","A member of my clan","Christian","Tele2","Vocational (vocational school, lyceum etc.)",1.87527374379509,"30-39","Wrong direction","Undecided/Don't Know (vol.)","Much Worse"
1234,"CAB OTS W1","Kazakhstan","June",20,2017,"Urban",33,"Female",2,"First Visit",1739,1756,17,138,"Several times a week","Daily","Female",20,10,"Not Asked","Orthodox","Never","Not Asked","Not Asked","A student","Not Asked","50,001 - 60,000 Tenge","Don't Know (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat high","Not Asked","Trust","Yes","Yes","Yes","Russian (Kaz)","Eastern","Family, friends, or neighbors","Unemployment","Trust","Trust",NA,"18-24","A few times every month","At least once a day","At least once a day","At least once a day","A few times every week","Vkontakte","Become Better","Stay About the Same","Not asked","Agree somewhat","Strongly agree","No","Not asked","Very Favorable","Very Favorable","Very Favorable","Very Favorable","Not Asked","Very Favorable","Very Favorable","Very Favorable","Somewhat Favorable","Somewhat Favorable","Very Favorable","Not Asked","Very Favorable","Somewhat Favorable","Somewhat Favorable","Agree Somewhat","Not Asked","Approve Somewhat","1.00000000000000000","1.00000000000000000","1.00000000000000000","Mobile for most calls","Trust","Very Favorable","Very Favorable","1.00000000000000000","Have landline telephone but refused number","Yes","Not Asked","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Tele2","Vocational (vocational school, lyceum etc.)",1.28487210998205,"18-29","Right direction","Otan Party","About the Same"
1235,"CAB OTS W1","Kazakhstan","June",20,2017,"Urban",33,"Female",2,"First Visit",1802,1822,19,138,"Daily","Daily","Female",37,17,"Not Asked","Orthodox","Once a year or less","Not Asked","Not Asked","Unemployed and not actively seeking employment","Not Asked","Less than 30,001 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat high","Not Asked","Distrust","Yes","Yes","Yes","Russian (Kaz)","Eastern","Internet","Unemployment","Trust","Distrust",NA,"35-44","A few times every week","At least once a day","A few times every week","At least once a day","A few times every week","Odnoklassniki","Become Worse","Become Worse","National government","Strongly agree","Strongly agree","Yes","Health Care","Somewhat Unfavorable","Very Unfavorable","Somewhat Favorable","Somewhat Favorable","Not Asked","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Favorable","Somewhat Favorable","Very Favorable","Not Asked","Very Unfavorable","Somewhat Favorable","Somewhat Favorable","Disagree Somewhat","Not Asked","Don't Know (vol.)","1.00000000000000000","2.00000000000000000","1.00000000000000000","Landline for most calls","Trust","Somewhat Unfavorable","Very Unfavorable","2.00000000000000000","Yes","Yes","Not Asked","We can buy food, but buying clothes causes financial difficulties","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Tele2","Complete higher education",1.29313228603573,"30-39","Wrong direction","Otan Party","Much Worse"
1236,"CAB OTS W1","Kazakhstan","June",20,2017,"Urban",33,"Female",2,"First Visit",1827,1847,20,138,"Rarely","Daily","Female",53,14,"Not Asked","Orthodox","Several times a year, but not monthly","Not Asked","Not Asked","Working full-time","Industry or mining","30,001 - 40,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat low","Not Asked","Trust","Yes","No","Yes","Russian (Kaz)","Eastern","Russian television stations","Unemployment","Trust","Distrust","31-40 Hours","45-54","A few times a year","Never","Never","Never","Never","Not Asked","Become Worse","Become Worse","Local government","Agree somewhat","Agree somewhat","Yes","Housing","Somewhat Unfavorable","Somewhat Unfavorable","Very Favorable","Somewhat Unfavorable","Not Asked","Somewhat Favorable","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Unfavorable","Very Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Unfavorable","Disagree Somewhat","Not Asked","Disapprove Somewhat","0.0","2.00000000000000000","1.00000000000000000","Not Asked","Trust","Somewhat Favorable","Somewhat Unfavorable","1.00000000000000000","Not asked / no landline phone","Yes","40.00000000000000000","We can buy food, but buying clothes causes financial difficulties","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Tele2","Vocational (vocational school, lyceum etc.)",1.69862933894574,"50-59","Right direction","Otan Party","Somewhat Worse"
1239,"CAB OTS W1","Kazakhstan","June",21,2017,"Urban",33,"Female",2,"First Visit",1938,1955,17,138,"Daily","Daily","Female",59,13,"Not Asked","Orthodox","Once a year or less","Not Asked","Not Asked","Retired","Not Asked","100,001 - 150,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",3,"They did not interfere at all","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Don't Know (vol.)","Not Asked","Trust","Yes","Yes","Yes","Russian (Kaz)","Eastern","Internet","Social welfare issues/delayed pension payment","Trust","Don't Know (vol.)",NA,"55+","At least once a day","At least once a day","At least once a day","At least once a day","Never","Odnoklassniki","Become Better","Become Better","Not asked","Disagree somewhat","Strongly disagree","No","Not asked","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Don't Know (vol.)","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Strongly Disagree","Not Asked","Strongly Approve","1.00000000000000000","2.00000000000000000","1.00000000000000000","Mobile for most calls","Trust","Don't Know (vol.)","Don't Know (vol.)","2.00000000000000000","Have landline telephone but refused number","Yes","Not Asked","Our income is enough for anything else but such things like a flat or a country house","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Aktive","Vocational (vocational school, lyceum etc.)",1.69862933894574,"50-59","Right direction","Otan Party","About the Same"
1241,"CAB OTS W1","Kazakhstan","June",22,2017,"Urban",33,"Female",2,"First Visit",1856,1912,16,138,"Never","Never","Female",57,11,"Not Asked","Other Christian","Once a year or less","Not Asked","Not Asked","Working part-time","Public utilities","Less than 30,001 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",3,"They did not interfere at all","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Very low","Not Asked","Trust","Yes","Yes","No","Russian (Kaz)","Eastern","Our country's national television stations","Unemployment","Trust","Distrust","0-30 Hours","55+","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Stayed the Same","Become Better","Not asked","Agree somewhat","Agree somewhat","No","Not asked","Very Favorable","Don't Know (vol.)","Somewhat Favorable","Don't Know (vol.)","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Agree Somewhat","Not Asked","Approve Somewhat","0.0","1.00000000000000000","1.00000000000000000","Not Asked","Trust","Don't Know (vol.)","Somewhat Favorable","4.00000000000000000","Not asked / no landline phone","Yes","24.00000000000000000","We can buy food, but buying clothes causes financial difficulties","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Tele2","Refused (vol.)",1.69862933894574,"50-59","Don't Know (vol.)","Otan Party","Somewhat Worse"
1242,"CAB OTS W1","Kazakhstan","June",22,2017,"Urban",33,"Female",2,"First Visit",1918,1932,14,138,"Never","Never","Female",54,9,"Not Asked","Orthodox","Once a week or more often","Not Asked","Not Asked","A housewife","Not Asked","Less than 30,001 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood most of the questions but with some help from me","The respondent was generally uncomfortable with the survey questionnaire.","No","Not subject to back check",2017-06-01,"Somewhat high","Not Asked","Distrust","No","No","No","Russian (Kaz)","Eastern","Russian television stations","Refused (vol.)","Distrust","Distrust",NA,"45-54","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Become Worse","Don't Know (vol.)","Not asked","Don't Know (vol.)","Strongly disagree","No","Not asked","Somewhat Unfavorable","Don't Know (vol.)","Very Favorable","Very Favorable","Not Asked","Very Favorable","Very Favorable","Very Favorable","Don't Know (vol.)","Don't Know (vol.)","Very Unfavorable","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Agree Somewhat","Not Asked","Don't Know (vol.)","0.0","0.0","Not Asked","Not Asked","Distrust","Don't Know (vol.)","Don't Know (vol.)","2.00000000000000000","Not asked / no landline phone","Not asked / no mobile phone","Not Asked","We can buy food, but buying clothes causes financial difficulties","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Not Asked","Finished school",1.69862933894574,"50-59","Right direction","None","Somewhat Better"
1249,"CAB OTS W1","Kazakhstan","June",17,2017,"Urban",2,"Female",9,"First Visit",1336,1348,12,139,"Daily","Daily","Male",23,15,"Not Asked","Orthodox","Several times a year, but not monthly","Not Asked","Not Asked","A student","Not Asked","More than 300,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable with most of the questions","Yes","Review of Audio",2017-06-01,"Very low","Not Asked","Trust","Yes","Yes","Yes","German (Kaz)","Astana","Internet","Government corruption","Trust","Trust",NA,"18-24","At least once a day","At least once a day","A few times every week","At least once a day","Never","Vkontakte","Become Better","Stay About the Same","Not asked","Strongly agree","Strongly agree","No","Not asked","Very Favorable","Somewhat Unfavorable","Somewhat Favorable","Very Favorable","Not Asked","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Favorable","Very Favorable","Somewhat Unfavorable","Somewhat Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Agree Somewhat","Not Asked","Approve Somewhat","1.00000000000000000","1.00000000000000000","1.00000000000000000","Mobile for most calls","Trust","Somewhat Unfavorable","Somewhat Unfavorable","2.00000000000000000","Have landline telephone but refused number","Yes","Not Asked","We can buy long-term equipment, but we cannot afford to buy expensive things, like a car","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Aktive","Complete higher education",1.21545448941586,"18-29","Right direction","Otan Party","Somewhat Better"
1253,"CAB OTS W1","Kazakhstan","June",21,2017,"Urban",1,"Female",9,"First Visit",1245,1303,18,140,"Daily","Daily","Female",34,15,"Not Asked","Orthodox","Several times a month, but not weekly","Not Asked","Not Asked","Working part-time","Other","80,001 - 100,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","No","Yes","Yes","5.00000000000000000","Russian",3,"There were some comments and offering of their opinions","The respondent understood most of the questions","The respondent was comfortable with most of the questions","No","Not subject to back check",2017-06-01,"Very low","Not Asked","Trust","Yes","Yes","Yes","Ukrainian (Kaz)","Astana","Our country's national television stations","Housing","Trust","Distrust","41-50 Hours","25-34","At least once a day","At least once a day","At least once a day","At least once a day","At least once a day","Instagram","Become Better","Become Better","Not asked","Strongly disagree","Agree somewhat","No","Not asked","Somewhat Favorable","Somewhat Favorable","Very Favorable","Very Unfavorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Very Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Strongly Disagree","Not Asked","Approve Somewhat","0.0","1.00000000000000000","1.00000000000000000","Not Asked","Trust","Somewhat Favorable","Very Unfavorable","2.00000000000000000","Not asked / no landline phone","Yes","45.00000000000000000","We can buy long-term equipment, but we cannot afford to buy expensive things, like a car","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Aktive","Complete higher education",0.843529036760667,"30-39","Right direction","Otan Party","Somewhat Better"
1255,"CAB OTS W1","Kazakhstan","June",21,2017,"Urban",1,"Female",9,"First Visit",1330,1343,13,140,"Daily","Daily","Female",37,11,"Not Asked","Orthodox","Several times a year, but not monthly","Not Asked","Not Asked","Working full-time","Trade","More than 300,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","Don't Know (vol.)","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable with most of the questions","No","Not subject to back check",2017-06-01,"Very low","Not Asked","Trust","Yes","Yes","Yes","Russian (Kaz)","Astana","Family, friends, or neighbors","Inflation","Trust","Distrust","51-60 Hours","35-44","Never","Never","Never","At least once a day","Never","Not Asked","Stayed the Same","Become Better","Not asked","Strongly agree","Strongly agree","No","Not asked","Somewhat Unfavorable","Very Unfavorable","Somewhat Favorable","Very Unfavorable","Not Asked","Somewhat Unfavorable","Very Favorable","Very Unfavorable","Somewhat Favorable","Very Unfavorable","Somewhat Favorable","Not Asked","Very Unfavorable","Very Favorable","Very Unfavorable","Strongly Disagree","Not Asked","Approve Somewhat","0.0","1.00000000000000000","1.00000000000000000","Not Asked","Trust","Somewhat Unfavorable","Very Unfavorable","3.00000000000000000","Not asked / no landline phone","Yes","60.00000000000000000","Our income is enough for anything else but such things like a flat or a country house","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Aktive","Finished school",0.843529036760667,"30-39","Right direction","Otan Party","Somewhat Worse"
1259,"CAB OTS W1","Kazakhstan","June",23,2017,"Urban",1,"Female",9,"First Visit",1505,1522,17,140,"Daily","Daily","Female",69,15,"Not Asked","Orthodox","Several times a year, but not monthly","Not Asked","Not Asked","Retired","Not Asked","100,001 - 150,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",4,"They did not interfere at all","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat low","Not Asked","Trust","Yes","Yes","Yes","Russian (Kaz)","Astana","Our country's national television stations","Health care system","Trust","Don't Know (vol.)",NA,"55+","Never","A few times every week","Never","A few times every week","Never","Odnoklassniki","Stayed the Same","Become Better","Not asked","Strongly agree","Strongly agree","No","Not asked","Very Favorable","Don't Know (vol.)","Very Favorable","Very Unfavorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Very Favorable","Don't Know (vol.)","Very Favorable","Not Asked","Very Favorable","Very Favorable","Very Favorable","Don't Know (vol.)","Not Asked","Don't Know (vol.)","1.00000000000000000","2.00000000000000000","1.00000000000000000","Both about equally","Trust","Don't Know (vol.)","Don't Know (vol.)","2.00000000000000000","Have landline telephone but refused number","Yes","Not Asked","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Aktive","Vocational (vocational school, lyceum etc.)",1.09862825803573,"60+","Right direction","Otan Party","Somewhat Better"
1260,"CAB OTS W1","Kazakhstan","June",23,2017,"Urban",1,"Female",9,"First Visit",1530,1546,16,140,"Several times a month","Daily","Female",40,15,"Not Asked","Orthodox","Once a week or more often","Not Asked","Not Asked","Working part-time","Education or culture","100,001 - 150,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",3,"They did not interfere at all","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat low","Not Asked","Distrust","Yes","Yes","Yes","Russian (Kaz)","Astana","Internet","Inflation","Trust","Trust","31-40 Hours","35-44","A few times every week","At least once a day","Never","At least once a day","Never","Vkontakte","Become Better","Become Better","Not asked","Agree somewhat","Disagree somewhat","No","Not asked","Somewhat Favorable","Somewhat Unfavorable","Somewhat Favorable","Somewhat Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Very Favorable","Somewhat Favorable","Somewhat Favorable","Very Favorable","Not Asked","Somewhat Favorable","Somewhat Unfavorable","Somewhat Favorable","Agree Somewhat","Not Asked","Disapprove Somewhat","Refused (vol.)","1.00000000000000000","1.00000000000000000","Not Asked","Trust","Somewhat Unfavorable","Somewhat Favorable","2.00000000000000000","Not asked / no landline phone","Yes","40.00000000000000000","Our income is enough for anything else but such things like a flat or a country house","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Beeline","Complete higher education",0.874365615628734,"40-49","Right direction","Otan Party","Somewhat Better"
1270,"CAB OTS W1","Kazakhstan","June",21,2017,"Urban",1,"Female",9,"First Visit",810,826,16,142,"Several times a week","Daily","Male",27,11,"Not Asked","Roman Catholic","Once a week or more often","Not Asked","Not Asked","Working part-time","Trade","150,001 - 250,000 Tenge","5.00000000000000000","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood most of the questions","The respondent was comfortable with most of the questions","No","Not subject to back check",2017-06-01,"Very low","Not Asked","Distrust","Yes","Yes","Yes","Russian (Kaz)","Astana","Family, friends, or neighbors","Unemployment","Trust","Distrust","0-30 Hours","25-34","At least once a day","At least once a day","A few times every week","At least once a day","A few times every week","Twitter","Stayed the Same","Become Better","Not asked","Disagree somewhat","Agree somewhat","No","Not asked","Somewhat Favorable","Somewhat Favorable","Very Favorable","Somewhat Unfavorable","Not Asked","Somewhat Favorable","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Favorable","Very Unfavorable","Very Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Unfavorable","Strongly Disagree","Not Asked","Disapprove Somewhat","0.0","1.00000000000000000","2.00000000000000000","Not Asked","Trust","Very Unfavorable","Somewhat Unfavorable","3.00000000000000000","Not asked / no landline phone","Yes","8.00000000000000000","Our income is enough for anything else but such things like a flat or a country house","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Beeline","Finished school",1.21545448941586,"18-29","Right direction","Otan Party","Somewhat Better"
1272,"CAB OTS W1","Kazakhstan","June",23,2017,"Urban",1,"Female",9,"First Visit",1026,1039,13,142,"Daily","Daily","Female",37,12,"Not Asked","Orthodox","Once a year or less","Not Asked","Not Asked","A housewife","Not Asked","100,001 - 150,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat high","Not Asked","Trust","Yes","Yes","Yes","Russian (Kaz)","Astana","Internet","Housing","Trust","Distrust",NA,"35-44","A few times a year","At least once a day","At least once a day","At least once a day","Never","Facebook","Stayed the Same","Become Better","Not asked","Strongly agree","Strongly agree","No","Not asked","Very Favorable","Somewhat Unfavorable","Somewhat Favorable","Somewhat Favorable","Not Asked","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Unfavorable","Don't Know (vol.)","Don't Know (vol.)","Somewhat Favorable","Not Asked","Somewhat Unfavorable","Don't Know (vol.)","Don't Know (vol.)","Agree Somewhat","Not Asked","Disapprove Somewhat","1.00000000000000000","1.00000000000000000","1.00000000000000000","Mobile for most calls","Distrust","Somewhat Unfavorable","Somewhat Favorable","2.00000000000000000","Have landline telephone but refused number","Yes","Not Asked","We can buy long-term equipment, but we cannot afford to buy expensive things, like a car","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Aktive","Vocational (vocational school, lyceum etc.)",0.843529036760667,"30-39","Right direction","Otan Party","About the Same"
1274,"CAB OTS W1","Kazakhstan","June",23,2017,"Urban",1,"Female",9,"First Visit",1130,1149,19,142,"Daily","Daily","Female",21,10,"Not Asked","Orthodox","Several times a month, but not weekly","Not Asked","Not Asked","A housewife","Not Asked","More than 300,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable with most of the questions","No","Not subject to back check",2017-06-01,"Very low","Not Asked","Trust","Yes","Yes","Yes","Russian (Kaz)","Astana","Our country's national television stations","Political Instability","Trust","Trust",NA,"18-24","At least once a day","At least once a day","Never","A few times every week","Never","Vkontakte","Stayed the Same","Become Better","Not asked","Agree somewhat","Agree somewhat","No","Not asked","Very Favorable","Somewhat Favorable","Very Favorable","Somewhat Unfavorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Very Favorable","Somewhat Favorable","Somewhat Unfavorable","Somewhat Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Very Favorable","Disagree Somewhat","Not Asked","Approve Somewhat","1.00000000000000000","1.00000000000000000","1.00000000000000000","Both about equally","Trust","Somewhat Unfavorable","Somewhat Unfavorable","4.00000000000000000","Have landline telephone but refused number","Yes","Not Asked","Our income is enough for anything else but such things like a flat or a country house","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Tele2","Vocational (vocational school, lyceum etc.)",0.838140803534046,"18-29","Right direction","Otan Party","Somewhat Better"
1277,"CAB OTS W1","Kazakhstan","June",22,2017,"Urban",1,"Female",9,"First Visit",1255,1312,17,142,"Daily","Daily","Female",21,14,"Not Asked","Orthodox","Never","Not Asked","Not Asked","Unemployed and actively seeking employment","Not Asked","Don't Know (vol.)","Refused (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat high","Not Asked","Trust","Yes","Yes","Yes","Other (vol.)","Astana","Internet","Crime/violence/personal security","Trust","Trust",NA,"18-24","At least once a day","At least once a day","At least once a day","At least once a day","At least once a day","Instagram","Stayed the Same","Stay About the Same","Family","Agree somewhat","Strongly agree","Yes","Health Care","Very Favorable","Very Favorable","Very Favorable","Very Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Very Favorable","Somewhat Unfavorable","Very Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Agree Somewhat","Not Asked","Refused (vol.)","Refused (vol.)","1.00000000000000000","1.00000000000000000","Not Asked","Trust","Somewhat Favorable","Very Favorable","Refused (vol.)","Not asked / no landline phone","Yes","Not Asked","Refused (vol.)","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Christian","Tele2","Vocational (vocational school, lyceum etc.)",0.838140803534046,"18-29","Right direction","Otan Party","Somewhat Better"
